Full Name,Description,Job,Education Place,Native Language,Country,Father,Mother,Spouse,Birth Date,Death Date,Birth Place,Death Place,Death Method,Death Reason
Binay Kumari Bose,Bengali Writer,Writer,,Bengali,British India,,,,1872-00-00,,,,,
Sarita Christensen,Productora De Cine India,Film Producer,,,India,,,,1975-03-23,,Mumbai,,,
Annadasundari Ghosh,Bengali Poet,Poet,,Bengali,British India,,,,1873-12-31,1950-00-00,,,,
Niyati Fatnani,Indian Television Actress And Dancer.,Actor,,,India,,,,1994-01-11,,Gujarat,,,
Prerna Singh Bindra,Wildlife Conservationist And Author From India,Environmentalist,,,India,,,,,,,,,
Rashmi Jha,Indian Actress,Actor,,,India,,,,,,Raipur,,,
Nayana James,Indian Athlete,Long Jumper,,,India,,,,1995-10-18,,Kozhikode,,,
Mehuli Ghosh,Indian Sport Shooter,Sport Shooter,,,India,,,,2000-11-20,,,,,
Hamida Habibullah,"Indian Parliamentarian, Educationist And Social Worker",Academic,,,India,,,,1916-11-20,2018-03-13,Lucknow,Lucknow,,
Sukrutha Wagle,Indian Actor And Model,Actor,,,India,,,,1991-03-01,,Manipal,,,
Jyotsna Chanda,Indian Politician,Politician,,,India,,,,1904-03-00,1971-00-00,,,,
Karnika Seth,Indian Lawyer,Academic,,,India,,,,1976-05-31,,Noida,,,
Soma Dey,Indian Actress,Actor,,,India,,,,1947-10-18,,Kolkata,,,
Nibedita Jena,"Playwright From Odisha, India",Playwright,,Odia,India,,,,,,,,,
Karishma Wadkar,Badminton Player,Badminton Player,,,India,,,,1997-02-12,,,,,
Sadhana Singh,Indian Film And Television Actress,Actor,,,India,,,,,,Varanasi,,,
Nivedhithaa Sathish,Indian Actress,Actor,,,India,,,,1998-09-26,,Chennai,,,
Mira Renge,Indian Politician,Politician,,,India,,,,,,,,,
Pallavi Pradhan,Indian Actress,Actor,,,India,,,,1975-10-13,,Mumbai,,,
Rashida Haque Choudhury,Indian Government Minister,Minister,Lady Brabourne College,,India,,,,1926-00-00,,,,,
Sushama Sen,Indian Politician,Politician,,,India,,,,1889-04-25,,,,,
Subhawati Paswan,Politician,Politician,,,India,,,,1952-01-01,,,,,
Mithu Sen,Indian Artist,Artist,,,India,,,,1971-01-01,,,,,
Usha Thakkar,Indian Politician,Politician,,,India,,,,1935-10-01,,,,,
Saara Deva,Indian Actress,Actor,,,India,,,,1994-03-28,,,,,
Taradevi Siddhartha,Politician,Politician,,,India,,,,1953-01-01,,,,,
Sushila Ganesh Mavalankar,Politician,Politician,,,India,,,Ganesh Vasudev Mavalankar,1904-08-04,1995-12-11,Bombay State,,,
Neelam Karwariya,Indian Politician,Politician,,,India,,,,,,,,,
Anupriya Goenka,Indian Actress,Actor,Gyan Bharati School,,India,,,,1987-05-29,,Lucknow,,,
Kavita Devi,Indian Female Kabaddi Player,Kabaddi Player,,,India,,,,1990-08-10,,,,,
Kishore Dilip Shinde,,Kabaddi Player,,,India,,,,,,,,,
Sumitra Sharma,Indian Female Kabaddi Player,Kabaddi Player,,,India,,,,,,,,,
Ishika Taneja,Indian Makeup Artist,Make-Up Artist,,,India,,,,1994-09-02,,,,,
Rita Davar,Indian Tennis Player,Tennis Player,,,India,,,,1935-06-03,,,,,
Roopa Pai,Indian Children'S Writer,Academic,,,India,,,,,,Bengaluru,,,
Abhilasha Mhatre,Indian Kabaddi Player,Kabaddi Player,,,India,,,,1987-11-28,,,,,
Manisha Saxena,Indian Model And Television Actress.,Actor,University Of Delhi,,India,,,,1993-04-12,,Pune,,,
Radhika Maira Tabrez,Indian Writer,Writer,,,India,,,,,,,,,
Dipshikha Chakravortty,Microbioloog,Microbiologist,Savitribai Phule Pune University,,India,,,,1968-01-01,,Jabalpur,,,
தான்யா,Indian Actress,Actor,,,India,,,,1990-01-01,,,,,
Jagi Mangat Panda,ଭାରତୀୟ ବ୍ୟବସାୟୀ,,Osmania University,,India,,,Baijayant Panda,,,,,,
Pranjala Yadlapalli,Indian Tennis Player,Tennis Player,,,India,,,,1999-03-30,,Guntur,,,
Manisha,ਭਾਰਤੀ ਕਬੱਡੀ ਖਿਡਾਰੀ,Kabaddi Player,,,India,,,,1991-01-26,,,,,
Preeti Saran,Indian Diplomat,Diplomat,University Of Delhi,,India,,,Pankaj Saran,1958-09-05,,,,,
Vidhi Pandya,Indian Television Actress,Actor,,,India,,,,1996-06-07,,Mumbai,,,
Tamanna Vyas,Indian Actress,Actor,,Odia,India,,,,1996-11-14,,Berhampur,,,
Kaveri Gopalakrishnan,,Comics Artist,,,India,,,,1988-12-00,,,,,
Ejya Yadav,Politician,Politician,,,India,,,,1971-07-15,,,,,
Swastika Dutta,Indian Bengali Film And Television Actress,Actor,,,India,,,,1994-04-23,,,,,
Manu Bhaker,Indian Sport Shooter,Sport Shooter,,,India,,,,2002-02-18,,Jhajjar District,,,
Kashish Vora,Indian Actress,Model,,,India,,,,1988-11-28,,New Delhi,,,
Swagatika Swain,Indian Writer,Writer,,Odia,India,,,,1975-01-04,,,,,
Prajakta Koli,Indian Youtuber,Youtuber,,Marathi,India,,,,1993-06-27,,Thane,,,
Amritha Meera Vijayan,South Indian Actress,Actor,,,India,,,,1990-01-09,,Kozhikode,,,
Ashwini Ekbote,ഇന്ത്യന്‍ ചലച്ചിത്ര അഭിനേത്രി,Actor,,,India,,,,1972-01-05,2016-10-22,Pune,Pune,,
Joyita Mondal,Transgender Judge In India,Lgbtiq+ Rights Activist,,,India,,,,,,,,,
Shantimol Philips,Indian Track And Field Athlete,Athletics Competitor,,,India,,,,,,,,,
Shivani Mishra,Indian Cricket Umpire,Cricket Umpire,,,India,,,,1973-01-14,,Lucknow,,,
Kaushal Panwar,Indiaas Mensenrechtenverdedigster,Human Rights Activist,,,India,,,,,,,,,
Imarti Devi,Indian Politician,Politician,,,India,,,,1975-04-14,,,,,
Sri Reddy,"Anchor, Telugu Movie Heroine",Actor,,,India,,,,1990-06-12,,Vijayawada,,,
Lalloo Anup,Famous Malayali Singer.,Assistant Professor,,,India,,,,1987-06-18,,Kanjirappally,,,
Deeplina Deka,Indian Actress And Music Artist,Actor,,,India,,,,,,,,,
Sandra Pisharady,Mohiniyattam Dancer From Kerala,Dancer,,,India,,,,,,,,,
Anukreethy Vas,Miss World 2018,Beauty Pageant Contestant,,,India,,,,1998-09-28,,Trichy,,,
Anjali Khandwalla,Gujarati Writer,Writer,,,India,,,,1940-01-01,2019-04-11,,,,
Praniti,Indian Singer,Singer,,Tamil,India,,,,2008-11-05,,Chennai,,,
Malaprabha Jadhav,Indian Kurash Wrestler,Amateur Wrestler,,,India,,,,1998-01-01,,,,,
Dhivya Suryadevara,American Businessperson,Businessperson,University Of Madras,,United States Of America,,,,1979-00-00,,Chennai,,,
Harshita Tomar,Indian Sailor,Sailor,,,India,,,,2002-01-01,,Hoshangabad,,,
Koel Mishra,Indian Actress,Actor,,,India,,,Babi Mishra,,,,,,
Sugnya Bhatt,Indian Judge,Judge,,,India,,,,1941-03-25,,,,,
Kajol Srivastava,Indian Actress,Actor,,,India,,,,1992-09-16,,India,,,
Chirashree Indrasingh,Indian Writer,Short Story Writer,,Odia,India,,,,1966-08-10,,,,,
Sushmita Daan,Indian Tv Actress,Actor,,,India,,,,,,,,,
Chirashree Anchan,Indian Actress,Actor,,,India,,,,1997-04-08,,Mangalore,,,
Kim Yashpal,Former Bollywood Actress,Actor,,,India,,,,,,India,,,
Aanchal Malhotra,Indian Writer And Oral Historian,Historian,Ocad University,,India,,,,1990-01-01,,New Delhi,,,
A. J. S. Lakshmi Shree,Bangalore-Based Indian Visual Artist,Artist,,,India,,,,1996-01-01,,,,,
Draupadi Ghimiray,Indian Social Activist,Social Activist,,,India,,,,,,,,,
Parminder Gill,Indian Actress,Actor,,Punjabi,India,,,,1970-09-16,,Ludhiana District,,,
Nirmala Putul,Indian Novelist,Novelist,,,India,,,,1972-01-01,,,,,
Shabnam Ghani Lone,Jammu And Kashmir Politician And Lawyer,Politician,,,India,Abdul Ghani Lone,,,,,,,,
Durga Jain,Indian Social Worker,Social Worker,,,India,,,,,,,,,
Ajayanti Pradhan,"Politician From Odisha, India",Politician,,Odia,India,,,,1965-03-01,,,,,
Bhagabati Pujari,"Politician From Odisha, India",Politician,,Odia,India,,,,1952-04-15,,,,,
Ratna Manjari Devi,"Politician From Odisha, India",Politician,,Odia,India,,,Sisir Kumar Narendra Deb,1935-01-01,2019-01-21,,,,
Sana Sayyad,Indian Actress,Actor,,,India,,,,1994-00-00,,,,,
Sarojini Mehta,Indian Writer,Writer,London School Of Economics And Political Science,,India,Ramanbhai Nilkanth,Vidyagauri Neelkanth,,1898-01-01,1977-01-01,,,,
Menka Shivdasani,Indian Poet,Poet,,,India,,,,,,,,,
Krishna Mukherjee,Indian Television Actress,Actor,,,India,,,,1992-08-12,,Ludhiana,,,
Yesha Rughani,Indian Actress,Actor,,,India,,,,1991-05-18,,Rajkot,,,
Maina Tudu,Santali Writer,Writer,,Santali,India,,,,1985-03-11,,,,,
Smita Thackeray,Indian Social Activist And Film Producer,Film Producer,,,India,,,,,,Mumbai,,,
Satyabhama Dei,Indian Politician From Odisha,Politician,,Odia,India,,,Muralidhar Jena,1932-04-03,2017-05-04,,,,
Sumathi Srinivas,Indian Entrepreneur And Publisher,Entrepreneur,,,India,,,,,,,,,
Sangeeta Azad,Indian Politician,Politician,,,India,,,,1981-06-24,,,,,
Tania,Indian Actress Known For Her Work In Punjabi Cinema,Actor,,,India,,,,1993-05-06,,Jamshedpur,,,
Zeel Desai,Indian Tennis Player,Tennis Player,,,India,,,,1999-02-18,,,,,
Chandrakanta Goyal,Indian Politician,Politician,,,India,,,,1932-00-00,2020-06-06,,,,
Darshana Banik,Indian Actress,Actor,,,India,,,,1994-01-01,,Kolkata,,,
Santosh Yadav,Indian Politician,,,,India,,,,1955-09-29,,,,,
Tasnim Mir,Badminton Player,Badminton Player,,,India,,,,2005-05-13,,,,,
Rambha Gandhi,"Gujarati Writer From Gujarat, India",Writer,,,India,,,,1911-04-27,1986-03-29,Sarwal,,,
Manul Chudasama,Indian Actress,Actor,,,India,,,,1998-00-00,,,,,
Farwanti Tamang,Indian Politician,,,,India,,,,,,,,,
Nisha Sharma,Indian Field Hockey Player,Field Hockey Player,,,India,,,,1959-06-01,,,,,
Malika Handa,Indian Chess Player,Chess Player,,,India,,,,1995-01-01,,,,,
Ansuya Trivedi,"Gujarati Writer, Critic And Editor",Writer,,,India,,,Bhupendra Trivedi,1924-04-07,,Mumbai,,,
Kavitha Raveendran,Malayalam Novelist,Novelist,,,India,,,,1951-02-07,,Thrissur,,,
Tala Tudu,Author Of Santali,Translator,,,India,,,,1975-00-00,,West Bengal,,,
Moozhikkal Pankajakshi,"Nokkuvidya Paava Kali Artist From Kerala, India",,,,India,,,,,,Monippally,,,
Saiyyada Shadab Fatima,Indian Politician,Politician,,,India,,,,,,,,,
Saloni Gaur,Indian Comedian And Mimicry Artist,Impressionist,,,India,,,,1999-12-12,,Bulandshahr,,,
Nanjil Nalini,Indian Actress,Actor,,,India,,,,1944-00-00,2020-01-19,Thuckalay,,,
Ankiti Bose,Indian Entrepreneur In Textile And Apparel Industry,Business Executive,"St. Xavier'S College, Mumbai",,India,,,,1992-01-01,,,,,
Prasanna Gettu,"Indian Victimologist, Women'S And Human Rights Activist",Human Rights Activist,,,India,,,,2000-00-00,,,,,
Anupriya Lakra,1St Odia Tribal Aeroplane Pilot,Aircraft Pilot,,Odia,India,,,,,,,,,
Santhy Balachandran,Actress Working In Malayalam Films,Actor,,,India,,,,,,,,,
Chami Murmu,Plants Trees. Awarded The Nari Shakti Puraskar On International Women'S Day In New Delhi,Activist,,,India,,,,1973-00-00,,,,,
Zuboni Humtsoe,Indian Activist,Activist,,,India,,,,1990-00-00,2017-00-00,Nagaland,,,
Nanditha Krishna,Indian Author,Writer,University Of Mumbai,,India,,,,1951-00-00,,,,,
Priyamvada Singh,Fort Restorer In India,Activist,Sophia College For Women,,India,,,,1983-00-00,,,,,
Deepika Kundaji,Indian Permaculture Farmer With Award,Farmer,,,India,,,,1963-00-00,,,,,
Archana Mahanta,Indian Singer,Singer,,,India,,,Khagen Mahanta,1949-03-18,2020-08-27,,,,Stroke
Ashwini Bhide,Indian Ias Officer,Officer,,,India,,,,1970-05-25,,Sangli,,,
Esther David,"Indian Jewish Author, Artist And Sculptor",Writer,Maharaja Sayajirao University Of Baroda,,India,Reuben David,,,1945-03-17,,Ahmedabad,,,
Reema Kagti,Indian Film Director,Film Director,Sophia College For Women,,India,,,,1972-01-01,,Guwahati,,,
Madhubala,Indian Actress (1933-1969),Actor,,,India,,,Kishore Kumar,1933-02-14,1969-02-23,New Delhi,Mumbai,,Cardiovascular Disease
Shirish Atre-Pai,"Social Worker And Writer From Maharashtra, India",Poet,,,India,,,,1929-11-15,2017-09-02,,,,
Akshaya,Indian Actress,Actor,,,India,,,,,,Chennai,,,
Antara Mali,Indian Actress,Film Actor,,,India,Jagdish Mali,,,1979-01-01,,Mumbai,,,
Sangita,Indian Malayalam Actress,Actor,,,India,,,,1976-07-25,,India,,,
Asha Bhosle,Indian Singer,Actor,,,British India,Deenanath Mangeshkar,,Rahul Dev Burman,1933-09-08,,Sangli,,,
Janani Iyer,Indian Actress And Model,Actor,Saveetha Engineering College,,India,,,,1989-03-31,,Chennai,,,
Nutan Bahl,Indian Actress,Film Actor,,,India,Kumarsen Samarth,Shobhna Samarth,,1936-06-04,1991-02-21,Mumbai,Mumbai,Natural Causes,Cancer
K. R. Meera,Indian Writer,Writer,,Malayalam,India,,,,1970-02-19,,Sasthamkotta,,,
Rohini,Indian Actress,Voice Actor,,Telugu,India,,,Raghuvaran,1969-12-15,,Anakapalle,,,
Anita Desai,Indian Novelist,Writer,University Of Delhi,,India,,,,1937-06-24,,Mussoorie,,,
Radha Burnier,"Indian Actress, American Academic",Author,Kalakshetra,,India,Nilakanta Sri Ram,,Raymond Burnier,1923-11-15,2013-10-31,Adyar,Adyar,,
Deepika Padukone,Indian Film Actress,Actor,Indira Gandhi National Open University,,India,Prakash Padukone,,Ranveer Singh,1986-01-05,,Copenhagen,,,
Shilpa Shetty,Indian Film Actress,Actor,,,India,,,Raj Kundra,1975-06-08,,Mangalore,,,
Amrita Rao,Indian Actress And Model,Actor,Sophia College For Women,,India,,,,1981-06-07,,Mumbai,,,
Shriya Saran,Indian Actress And Model,Actor,University Of Delhi,,India,,,,1982-09-11,,Uttarakhand,,,
Mirra Alfassa,Spiritual Guru And Collaborator Of Sri Aurobindo,Mystic,Académie Julian,,France,,,,1878-02-21,1973-11-17,9Th Arrondissement Of Paris,Pondicherry,,
D. K. Pattammal,Indian Singer,Singer,,,British India,,,,1919-03-28,2009-07-16,Kanchipuram,Chennai,,Disease
Tania Sachdev,Indian Chess Player,Chess Player,,,India,,,,1986-08-20,,Delhi,,,
Savitri Jindal,Indian Billionaire,Politician,,,India,,,O. P. Jindal,1950-03-20,,Tinsukia,,,
Shruti Kurien,Badminton Player,Badminton Player,,,India,,,,1983-03-28,,Chennai,,,
Aparna Sen,"Indian Filmmaker, Script Writer And Actress",Film Director,University Of Calcutta,,India,Chidananda Dasgupta,,,1945-10-25,,Kolkata,,,
Meira Kumar,Indian Politician,Politician,University Of Delhi,,India,Jagjivan Ram,,,1945-03-31,,Sasaram,,,
Garikapati Varalakshmi,Indian Actress (1926-2006),Actor,,Telugu,India,,,,1926-09-27,2006-11-26,Ongole,Chennai,,
Vijaya Mehta,Indian Actress,Film Director,University Of Mumbai,,India,,,,1934-11-04,,Vadodara,,,
Mata Amritanandamayi,Hindu Spiritual Leader And Guru,Guru,,,India,,,,1953-09-27,,Alappad,,,
Irom Chanu Sharmila,Indian Civil Rights Activist,Poet,,,India,,,,1972-03-14,,Imphal,,,
Rani Mukherjee,Indian Film Actress,Actor,Sndt Women'S University,,India,Ram Mukherjee,Krishna Mukherjee,Aditya Chopra,1978-03-21,,Mumbai,,,
Ania Loomba,Indian Specialist In Literature And University Teacher,Literary Scholar,,,India,,,,2000-01-01,,,,,
Aruna Lama,Indian Singer,Singer,,,India,,,,1945-09-09,1998-02-04,Darjeeling,Kathmandu,,
Srividya,Indian Actress (1953-2006),Actor,,,India,,M. L. Vasanthakumari,,1953-07-24,2006-10-19,Chennai,Thiruvananthapuram,Natural Causes,Breast Cancer
Uma Mohan,Indian Singer,Singer,,,India,,,,1966-10-31,,Chennai,,,
Amrapali,Royal Courtesan,Academic,,,India,,,,-0450-00-00,,Vaishali,Vaishali,,
Sindhu Menon,Indian Film Actress,Actor,,,India,,,,1985-06-17,,Bengaluru,,,
Larisa Sadarangani,Badminton Player,Badminton Player,University Of Auckland,,New Zealand,,,,1970-00-00,,Mumbai,,,
Gangubai Hangal,Indian Singer,Singer,,,British India,,,,1913-03-05,2009-07-21,Hangal,Hubli,Natural Causes,Myocardial Infarction
Riya Sen,Indian Actress,Model,University Of Calcutta,,India,,Moon Moon Sen,,1981-01-24,,Kolkata,,,
Manju Pillai,Indian Actress,Actor,,Malayalam,India,,,,1975-11-17,,Thiruvananthapuram,,,
Saira Banu,Indian Film Actress,Actor,,,India,,Naseem Banu,Dilip Kumar,1944-08-23,,Mussoorie,,,
N. Rajam,Indian Musician,Music Pedagogue,,,India,,,,1938-01-01,,Chennai,,,
Lillete Dubey,Indian Actress,Actor,,,India,,,,1961-05-13,,Pune,,,
Suchitra Krishnamoorthi,Indian Actress,Actor,,,India,,,Shekhar Kapur,1974-03-09,,Mumbai,,,
Kamla Beniwal,Governor Of The Indian State Of Gujarat,Politician,Banasthali Vidyapith,,British India,,,,1927-01-12,,,,,
Meena Shah,Badminton Player,Badminton Player,,,India,,,,1937-01-31,2015-03-10,Balrampur,,,
B. Arundhathi,Indian Singer,Singer,,,India,,,,,,,,,
Gayatri Asokan,Indian Singer,Singer,,,India,,,,1978-03-03,,Thrissur,,,
L. R. Eswari,Indian Singer,Singer,,,India,,,,1939-12-07,,Chennai,,,
Malgadi Subha,Indian Singer,Actor,,Tamil,India,,,,1901-00-00,,,,,
Swarnalatha,Indian Singer,Actor,,,India,,,,1973-04-29,2010-09-12,Chittur,Chennai,,Infectious Disease
R. A. Ramamani,Indian Music Educator,Music Pedagogue,,,India,,,,1960-01-01,,,,,
Roshini,Indian Singer,Singer,,,India,,,,,,,,,
E. Gayathri,Indian Musician,Musician,,,India,,,,1959-11-09,,,,,
Chinmayi Sripada,Indian Singer,Actor,,Tamil,India,,,Rahul Ravindran,1984-09-08,,Mumbai,,,
Kishori Amonkar,Indian Classical Singer,Singer,Elphinstone College,,India,,,,1932-04-10,2017-04-03,Mumbai,Mumbai,,
Urvashi Butalia,Feminist And Historian,Journalist,University Of London,,India,,,,1952-01-01,,Ambala,,,
Mamoni Raisom Goswami,Indian Writer,Author,"Cotton College, Guwahati",,India,,,,1942-11-14,2011-11-29,Guwahati,Gauhati Medical College And Hospital,,
Garima Chaudhary,Indian Judoka,Judoka,,,India,,,,1990-04-02,,Meerut,,,
Shobha Moorthy,Badminton Player,Badminton Player,,,India,,,,1946-10-13,,Kolhapur,,,
Annapurna Devi,Indian Musician,Music Pedagogue,,,India,Allauddin Khan,,Ravi Shankar,1927-04-23,2018-10-13,Maihar,Mumbai,,
Teesta Setalvad,Indian Activist,Author,University Of Mumbai,,India,,,,1962-02-09,,Mumbai,,,
Reema Lagoo,Indian Actress,Film Actor,,,India,,,Vivek Lagoo,1958-06-21,2017-05-18,Mumbai,Magnusmedi Medical Tourism,Natural Causes,Cardiac Arrest
Tina Desai,Indian Actress,Actor,,,India,,,,1987-02-24,,Bengaluru,,,
Suhasi Goradia Dhami,Indian Actress,Actor,,,India,,,,1988-04-28,,Mumbai,,,
Tina Ambani,Indian Actress,Actor,,,India,,,Anil Ambani,1957-02-11,,Mumbai,,,
Twinkle Khanna,Indian Film Actress,Film Actor,,,India,Rajesh Khanna,Dimple Kapadia,Akshay Kumar,1974-12-29,,Pune,,,
Sunita Narain,Indian Environmentalist,Entrepreneur,University Of Delhi,,India,,,,1961-01-01,,,,,
Sunidhi Chauhan,Indian Singer,Singer,,,India,,,Bobby Khan,1983-08-14,,New Delhi,,,
Chitra Singh,Indian Singer,Singer,,,India,,,Jagjit Singh,2000-00-00,,,,,
Sethu Lakshmi Bayi,Senior Maharani Of Travancore And Regent Of Travancore.,Politician,,,India,,,,1895-11-19,1985-01-01,Mavelikkara,Bengaluru,,
Kaushiki Chakrabarty,Indian Classical Vocalist,Singer,University Of Calcutta,,India,Ajoy Chakrabarty,,,1980-10-24,,Kolkata,,,
Parvathy Soman,Indian Singer,Singer,,,India,,,,1997-04-22,,Ernakulam,,,
Babita,Bollywood Actress,Actor,,,India,Hari Shivdasani,,Randhir Kapoor,1948-04-20,,Mumbai,,,
Anita Nair,Indian Writer,Writer,,,India,,,,1966-01-26,,Shoranur,,,
Anandi Gopal Joshi,First Indian Woman To Obtain A Medical Degree In The Western Hemisphere,Physician,Drexel University,Marathi,India,,,,1865-03-31,1887-00-00,Pune,Pune,,
Hrishitaa Bhatt,Indian Actress,Actor,Mithibai College,,India,,,,1981-05-10,,Mumbai,,,
Parineeti Chopra,Indian Actress,Actor,Manchester Business School,,India,,,,1988-10-22,,Ambala,,,
Vasundhara Raje,Indian Politician,Politician,Sophia College For Women,,India,George Jivajirao Scindia,Vijayaraje Scindia,,1953-03-08,,Mumbai,,,
Sujatha,Actress,Actor,,,India,,,,1952-12-10,2011-04-06,Galle,Chennai,,Disease
Shikha Uberoi,Indian Tennis Player,Tennis Player,Princeton University,,India,,,,1983-04-05,,Mumbai,,,
Madhabi Mukherjee,Indian Actress,Actor,,Bengali,India,,,Nirmal Kumar,1942-02-10,,Kolkata,,,
Kanan Devi,Indian Actress,Actor,,,British India,,,,1916-04-22,1992-07-17,Howrah,Kolkata,,
Kalpana Datta,Indian Revolutionary And Politician,Activist,University Of Calcutta,,British India,,,Puran Chand Joshi,1913-07-27,1995-02-08,Шрипур,Delhi,,
Padma Subrahmanyam,Indian Dancer,Choreographer,Stella Maris College,,India,K. Subramanyam,,,1943-02-04,,Chennai,,,
Mamta Kulkarni,Indian Actress,Actor,,,India,,,,1972-04-20,,Mumbai,,,
Sherlyn Chopra,Indian Actress,Model,,,India,,,,1984-02-11,,Hyderabad,,,
Rabri Devi,Indian Politician,Politician,,,India,,,Lalu Prasad Vyadav,1959-01-01,,"Gopalganj, Bihar",,,
Leela Naidu,Indian Actress,Actor,,,India,Pattipati Ramaiah Naidu,,Dom Moraes,1940-01-01,2009-07-28,Mumbai,Mumbai,,
Bhanupriya,Indian Actress,Actor,,Telugu,India,,,,1964-01-15,,Rajamahendravaram,,,
Shakeela,Indian Mallu Actress,Actor,,,India,,,,1973-11-19,,Nellore,,,
S. P. Sailaja,Indian Singer,Actor,,Telugu,India,,,Subhalekha Sudhakar,1963-07-22,,,,,
Amala Paul,Indian Actress,Actor,,Malayalam,India,,,A. L. Vijay,1991-10-26,,Kochi,,,
Kanika,Indian Actress,Voice Actor,Birla Institute Of Technology And Science,,India,,,,1982-07-03,,Madurai,,,
Richa Pallod,Indian Actress,Model,,,India,,,,1980-08-30,,Bengaluru,,,
Anuradha Sriram,Indian Musician,Singer,Wesleyan University,,India,,,,1970-07-09,,Chennai,,,
Jhulan Goswami,Indian Women Cricketer,Cricketer,,,India,,,,1983-11-25,,Nadia District,,,
Archana,Indian Actress And Dancer Known For Her Works In The South Indian Film Industry,Actor,Adyar Film Institute,,India,,,,,,Andhra Pradesh,,,
Leela Samson,Indian Choreographer,Author,Kalakshetra,,India,,,,1951-05-06,,Coonoor,,,
Nirupama Sanjeev,Indian Tennis Player,Tennis Player,,,India,,,,1976-12-08,,Coimbatore,,,
K. R. Vijaya,Indian Actress,Actor,,,India,,,,1948-11-30,,Travancore,,,
Abhirami,Film Actress,Actor,College Of Wooster,Malayalam,India,,,,1983-07-26,,Thiruvananthapuram,,,
Sharada,Indian Actress,Actor,,,India,,,Chalam,1945-06-12,,Tenali,,,
Begum Akhtar,Indian Musician,Actor,,,India,,,,1914-10-07,1974-10-30,Lucknow,Ahmedabad,,
Rachana Narayanankutty,Actress,News Presenter,,,India,,,,1985-04-04,,Thrissur,,,
Bhagyashree Patwardhan,Bollywood Actress,Actor,,,India,,,Himalaya Dasani,1969-02-23,,Mumbai,,,
Divya Unni,Indian Actress,Actor,,,India,,,,1979-09-02,,Kochi,,,
Navya Nair,Indian Actress,Actor,,,India,,,,1985-10-14,,Haripad,,,
Sarika,Indian Actress,Actor,,,India,,,Kamal Haasan,1962-06-03,,New Delhi,,,
Shweta Menon,"Indian Model, Film Actress And Television Anchor",Actor,Kendriya Vidyalaya,,India,,,,1974-04-23,,Chandigarh,,,
Gauri Deshpande,Marathi-Language Writer,Writer,Savitribai Phule Pune University,,India,,Irawati Karve,,1942-02-11,2003-03-01,Pune,Pune,,
Sangeeta Bijlani,Indian Actress,Actor,,,India,,,Mohammad Azharuddin,1960-07-09,,Ghaziabad,,,
Ila Arun,Indian Actress And Singer,Actor,,,British India,,,,1929-09-28,,Jaipur,,,
Kavya Madhavan,Indian Actress,Actor,,Malayalam,India,,,Nischal,1984-09-19,,Nileshwaram,,,
Samvrutha Sunil,Indian Actress,Actor,,,India,,,,1986-10-31,,Kannur,,,
Mrinalini Sarabhai,"Indian Classical Dancer, Choreographer And Instructor",Dancer,,,India,Subbarama Swaminathan,Ammu Swaminathan,Vikram Sarabhai,1918-05-11,2016-01-21,Palakkad,Gandhinagar,,Respiratory Failure
Sulakshana Pandit,Indian Actress,Actor,,,India,Pratap Narayan,,,1954-07-12,,Raigarh,,,
Padmini Kolhapure,Indian Actress,Actor,,,India,,,Pradeep Sharma,1965-11-01,,Maharashtra,,,
Kalpana Lajmi,Indian Film Director,Author,"St. Xavier'S College, Mumbai",,India,,Lalita Lajmi,,1954-05-31,2018-09-23,Mumbai,Mumbai,Natural Causes,Cancer
Shantabai Kamble,Indian Writer,Autobiographer,,,India,,,,1923-03-01,,Solapur,,,
Kishori Shahane,Indian Actress,Actor,,,India,,,Deepak Balraj Vij,1968-04-23,,Maharashtra,,,
Mala Sinha,Indian Actress,Actor,,,India,,,,1936-11-11,,Kolkata,,,
Neha Kapur,Indian Model,Model,,,India,,,Kunal Nayyar,1984-03-31,,New Delhi,,,
Sayali Bhagat,Indian Actress,Actor,,,India,,,,1982-01-01,,Maharashtra,,,
Shamshad Begum,Indian Singer,Singer,,,India,,,,1919-04-14,2013-04-23,Lahore,Mumbai,,
Shraddha Das,Actress,Actor,,,India,,,,1987-03-04,,Mumbai,,,
Aarthi,Indian Actress And Television Host,Actor,,,India,,,Ganeshkar,1987-11-09,,Ooty,,,
Aarti Bajaj,Indian Film Editor,Film Editor,,,India,,,Anurag Kashyap,,,,,,
Aanchal Kumar,Indian Model,Model,,,India,,,Abhinav Mittal,1979-10-24,,Chandigarh,,,
Abbasia Begum Mecci,Member Of The Legislative Council Karnataka,Politician,,,India,,,,,1970-01-01,,,,
Abigail Jain,Indian Actress,Actor,University Of Mumbai,,India,Rajeev Jain,Smita Nair Jain,,1992-02-27,,Mumbai,,,
Adoor Pankajam,Indian Actress,Actor,,Malayalam,India,,,,1925-01-01,2010-06-26,Adoor,,,
Ahilya Rangnekar,Indian Politician,Politician,,,India,,,,1922-07-08,2009-04-19,Pune,Matunga,,
Ahana Deol,Indian Dancer And Actress,Actor,Jamnabai Narsee School,,India,Dharmendra,Hema Malini,,1985-07-28,,Mumbai,,,
Alyssa Mendonsa,Indian Singer,Singer,,,India,,,,1990-04-13,,New Delhi,,,
Amardeep Jha,Indian Actress,Television Presenter,,,India,,,,1960-06-14,,Patna,,,
Ambika Anand,Tv Anchor/Editor,Novelist,Cardiff University,,India,,,,1980-09-15,,New Delhi,,,
